index,公司,摘要,日期,媒体,强悲观,弱悲观,中性,弱乐观,强乐观
24877,云南省能源投资,云南省能源投资集团有限公司副总裁杨万华被查2021年11月5日? 据云南省纪委监委消息：云南省能源投资集团有限公司党委委员、副总裁、董事杨万华涉嫌严重违纪违法，目前正在接受纪律审查和监察调查。杨万华，男，汉族，1966,11月5日,每日经济新闻,0.4,0.6,0,0,0
24878,云南省能源投资,云南省能源投资集团副总裁杨万华被查2021年11月5日? 据云南省纪委监委消息：云南省能源投资集团有限公司党委委员、副总裁、董事杨万华涉嫌严重违纪违法，目前正在接受纪律审查和监察调查。杨万华简历 杨万华，男,11月5日,北京日报客户端,0.4,0.6,0,0,0
24880,云南省能源投资,云南省能源投资集团纪委书记翁立志率检查组到基建公司开展...2021年6月16日? 通过开展根治欠薪专项行动，切实抓好农民工工资支付保障工作，确保公司各项目在节庆和重要活动期间安全稳定。基建公司班子、相关部室及空港公司相关负责人参加检查。（陈渝坤）免责,6月16日,全国能源信息平台,0.1,0.1,0.6,0.15,0.05
24884,云南省能源投资,云南省政府副秘书长、省国资委主任黄小荣到云南省能源投资...2021年6月26日? 相关中心（部室）负责人参加座谈。免责声明：以上内容转载自云南省能源投资集团，所发内容不代表本平台立场。全国能源信息平台联系电话：010-65367702，邮箱：hz@people-energy.com,6月26日,全国能源信息平台,0.1,0.1,0.6,0.1,0.1
24885,云南省能源投资,"云南省能源投资集团副总裁杨万华被查2021年11月8日? 据中央纪委国家监委网站消息,云南省能源投资集团有限公司党委委员、副总裁、董事杨万华涉嫌严重违纪违法,目前正在接受纪律审查和监察调查。 中央纪委国家监委",11月8日,中工网,0.4,0.6,0,0,0
24886,云南省能源投资,"云南能投集团原董事长段文泉,与两名下属同日被查2021年11月5日? 11月5日，云南省纪委监委同时发布3条反腐消息：· 云南省属国有企业专职外部董事段文泉涉嫌严重违纪违法，目前正在接受纪律审查和监察调查；· 云南省能源投资集团有限公司党委委员",11月5日,新京报,0.4,0.6,0,0,0
24887,云南省能源投资,云南省能源投资集团有限公司党委委员、副总裁、董事杨万华...2021年11月5日? 云南省能源投资集团有限公司党委委员、副总裁、董事杨万华接受纪律审查和监察调查 本文转自【中央纪委国家监委网站】；中央纪委国家监委网站讯 据云南省纪委监,11月5日,环球网,0.4,0.6,0,0,0
24888,云南省能源投资,云南省能源投资集团党委委员、副总裁、董事杨万华被查2021年11月5日? 新京报快讯 据云南省纪委监委消息，云南省能源投资集团有限公司党委委员、副总裁、董事杨万华涉嫌严重违纪违法，目前正在接受纪律审查和监察调查。杨万华简历,11月5日,新京报,0.4,0.6,0,0,0
24890,云南省能源投资,"发生了什么?2000亿能源巨头1个月内6人落马,包括……2021年11月26日? 云南省属国有重要骨干企业——云南省能源投资集团有限公司(以下简称“云南能投集团”),一个月内六位中高层管理者落马,引发关注。 云南能投集团多位管理者落马",11月26日,每日经济新闻,0.4,0.6,0,0,0
24895,云南省能源投资,26.8亿元面临打水漂?谁该负责! - 中国搜索2021年3月31日? 26.8亿元面临打水漂？谁该负责！云南省属国有重要骨干企业——云南省能源投资集团有限公司（以下简称“云南能投集团”）深陷“华信系”资金陷阱，在“华信系”崩盘前，云南能投集团,3月31日,中国搜索,0.6,0.2,0.1,0.05,0.05
24898,云南省能源投资,云南省能源投资集团有限公司党委委员、副总裁、董事杨万华...2021年11月5日? 云南省能源投资集团有限公司党委委员、副总裁、董事杨万华接受纪律审查和监察调查 来源：央视网 原标题：云南省能源投资集团有限公司党委委员、副总裁、董事杨,11月5日,新浪财经,0.4,0.6,0,0,0
24902,江苏洋河,"洋河股份近五年年报综合分析---18步法
江苏洋河酒厂股份有限公司,位于江苏省宿迁市洋河新区境内。洋河新区地处江苏省宿迁市宿城区、宿豫区、泗阳县的交汇处。紧临徐淮高速公路,背靠京杭大运河,宿淮铁路。酒厂交通畅达,酒业兴旺,市场繁...
粉丝生活运营",,,0,0,0.8,0.2,0
24904,江苏洋河,洋河股份个股行业分析2021年9月29日? 洋河股份个股行业分析 洋河股份，公司全称是，江苏洋河酒厂股份有限公司，股票代码是002304，深证主板上市公司，公司行业就是白酒行业，公司主营业务就是白酒，细分属于中高档白酒,9月29日,文曲塘财经研究,0,0,0.8,0.2,0
24905,江苏洋河,"80年代,淮阴市七大酿酒厂简介,三沟一河、双洋、泗洪、宿啤2021年5月31日? 江苏洋河酒厂建于1949年，全民所有制企业，座落在泗阳县洋河镇。原为私营槽坊，洋河镇解前后归属淮海贸易公司管理，称“淮海贸易公司三分公司洋河槽坊”。建厂后称“苏北淮阴区酒类",5月31日,千秋淮扬,0,0,0.8,0.2,0
24908,江苏洋河,前三季度业绩创历史新高!洋河股份应对时代变革“秘钥”何在?凭借着十余年对品质的坚守与创新，江苏洋河酒厂股份有限公司（下称洋河股份）牢牢占据中国白酒企业前三甲的位置。事实上，洋河股份追求的并非只是坚守，而是持续昂扬向上的力量。《投资时报》研究,,投资时报,0,0,0.1,0.4,0.5
24917,江苏洋河,"洋河股份二季度营收、净利润双双高速增长 库存水平处于历...2021年9月1日? 中国网财经9月1日讯(记者 刘天)8月27日，江苏洋河酒厂股份有限公司(以下简称""洋河股份"")发布2021年半年度报告称，公司上半年实现营业收入155.43亿元，同比增长1",9月1日,中国网财经,0,0,0.1,0.4,0.5
24920,江苏洋河,中国酒业协会评定的“八大名酒”都是哪些?洋河为什么会落选2021年10月16日? 新八大名酒指的是：四川五粮液、贵州茅台、山西汾酒、安徽古井贡酒、四川泸州老窖、贵州董酒、四川剑南春、江苏洋河大曲 新八大里没有了西凤酒和全兴大曲的身影，剑南春和洋河大曲,10月16日,阿海奇谈,0,0,0.7,0.2,0.1
24930,江苏洋河,"洋河股份于泗阳成立包装服务公司,注册资本2400万元2021年12月2日? 乐居财经 刘治颖 12月2日，江苏洋河酒厂股份有限公司（以下简称：洋河股份）新增对外投资，投资企业为泗阳县天蓝包装服务有限公司，投资比例100%。泗阳县天蓝",12月2日,乐居财经,0,0,0.8,0.2,0
24932,江苏洋河,"10亿股权激励核心骨干计划落地,洋河股份“二次创业”蓄力...2021年7月18日? 洋河股份（002304.SZ）在“二次创业”途中落下关键一子。7月15日晚间，洋河股份发布《江苏洋河酒厂股份有限公司第一期核心骨干持股计划（草案）》，拟推第一期核心骨干持股计划，金",7月18日,时代周报,0,0,0.3,0.6,0.1
24934,江苏洋河,白酒不香了?洋河管理层持续减持2807万股!这个洋河股份二股东蓝色同盟可不简单，讲讲。公司控股股东洋河集团前身为江苏洋河酒厂，始建于1949 年7 月。1997 年5 月，江苏洋河酒厂整体改制为集团。2002 年12 月27 日，由洋河集团作为主要发,,贫民窟的笨小孩,0.7,0.1,0.2,0,0
24936,江苏洋河,"洋河无忌号称可以“保肝护肝”名不副实,内招期内并未实际...2021年3月5日? 关于洋河无忌酒的真实功效，有医生说过这样的话——“每天二两无忌酒，包你活到九十九”？公司背景，业绩斐然 据悉，江苏洋河酒厂股份有限公司是中国白酒行业唯一拥有洋河、双沟两大",3月5日,中国直销维权投诉中心,0.3,0.6,0.1,0,0
24937,江苏洋河,洋河股份:提名张联东等11名董事候选人组成公司第七届董事...2021年1月28日? 新京报快讯 1月28日，江苏洋河酒厂股份有限公司（以下简称“公司”）发布第六届董事会第十七次会议决议公告，审议通过了如下决议：公司第七届董事会由11名董事组成，其中非独立董事,1月28日,新京报,0,0,1,0,0
24938,江苏洋河,洋河股份白酒主业下滑颓势不改遭非议 去年副业大赚20亿 - ...4月28日，江苏洋河酒厂股份有限公司（简称“洋河股份”，股票代码“002304”）对外公布的年度报告显示，2020年公司实现营业收入211.01亿元，同比下滑8.76%；归属于上市公司股,4月28日,光明网,0.3,0.2,0.2,0.2,0.1
24942,江苏洋河,江苏洋河酒厂股份有限公司关于变更2021年第二次临时股东大...2021年7月27日? 鉴于目前江苏南京出现多例新冠肺炎本土病例，为保证江苏洋河酒厂股份有限公司（以下简称“公司”）2021年第二次临时股东大会的顺利召开，基于审慎原则，现将公司本次股东大会现场会,7月27日,人民资讯,0.1,0.1,0.6,0.15,0.05
24944,江苏洋河,"洋河股份2020年预计实现营业总收入211.25亿,净利润74.77亿元2021年3月3日? 从公告资料来看，张联东长期在宿迁当地学习和工作，并在洋河新区担任重要领导职务，并与今年1月出任江苏洋河酒厂股份有限公司(苏酒集团)党委副书记一职。此外，张联东对于洋河股份的",3月3日,酒业报道,0,0,1,0,0
24948,欣捷投资控股,临商银行宁波分行与欣捷投资控股集团开展党建共建活动为进一步深化“创弘扬沂蒙精神先锋党组织、做新时代担当奉献好党员”主题实践活动，持续推动沂蒙精神融入党建工作，根据相关活动方案，9月16日，临商银行宁波分行党委前往宁波欣捷投资控股集团党,9月16日,宁波城事知,0.1,0.1,0.6,0.1,0.1
24949,欣捷投资控股,浙江省“两优一先”拟表彰对象公示 - 杭州日报2021年6月15日? 陆晓红 欣捷投资控股集团有限公司党委书记、常务副总裁 朱明章 宁波市镇海区蛟川街道炼化社区党委书记、居委会主任 都跃良 镇海石化建安工程有限公司党委书记,6月15日,杭州日报,0.1,0.1,0.6,0.15,0.05
24956,龙源电力,"全球最大风电运营商龙源进军分布式光伏,与联盛合设投资平...2021年1月22日? 澎湃新闻从1月21日举行的龙源电力与联盛新能源合资签约仪式上了解到，双方将共同出资设立分布式能源投资运营平台，以“十四五”期间每年GW（注：1GW=1000MW）级增量为目标。对于该",1月22日,澎湃新闻,0,0,0.3,0.6,0.1
24957,龙源电力,国家能源集团龙源电力:全心全意抓发展 砥砺奋进开新局 - ...2021年9月18日? 国家能源集团龙源电力党委坚持以高质量党建引领企业高质量发展，从学习百年党史中把握历史规律、汲取真理力量，紧扣国家能源集团“一个目标，三型五化，七个一流”发展战略，以钉钉,9月18日,人民资讯,0,0,0.3,0.6,0.1
24958,龙源电力,「整县开发」龙源电力拿下内蒙古宁城县整县屋顶分布式光伏...2021年10月15日? 10月14日，内蒙古赤峰市宁城县人民政府网公开宁城县整县屋顶分布式光伏企业开发主体优选结果，赤峰龙源松州风力发电有限公司最终中标。企查查信息显示，赤峰龙源松州风力发电有限,10月15日,百家号,0,0,0.3,0.6,0.1
24959,龙源电力,"龙源电力获证监会核发A股上市批文2021年12月10日? 龙源电力获证监会核发A股上市批文? 12月8日,中国证监会核准龙源电力集团股份有限公司(以下简称“龙源电力”)换股吸收合并内蒙古平庄能源股份有限公司(以下简",12月10日,澎湃新闻客户端,0,0,0.1,0.3,0.6
24960,龙源电力,龙源电力与8家风机制造商共同打造全年无故障示范风电场 - ...2021年2月3日? 龙源电力集团股份有限公司党委委员、副总经理唐坚在签约仪式上正式宣布，全年无故障示范风电场将在今年7月1日全面启动，第一阶段的目标是2021年实现龙源电力10%的风机全年无故障运行,2月3日,全国能源信息平台,0,0,0.3,0.6,0.1
24961,龙源电力,"拓宽融资渠道,提升行业影响力,全球最大风电运营商龙源电力...2021年12月9日? 通过本次交易，龙源电力深入贯彻落实国家能源集团“一个目标、三型五化、七个一流”总体发展战略，稳步提升自身盈利能力，并将打通A+H股境内外融资渠道，为致",12月9日,金融界,0,0,0.1,0.5,0.4
24962,龙源电力,国家能源集团龙源电力整机逆向重构技术助力老旧风场改造 -...2021年9月30日? 近日，国家能源集团龙源电力工程技术公司承担的风电机组剩余寿命评估科技项目取得重大进展，所研发的整机逆向重构技术成功应用于5个老旧风电场4种机型的数字化建模中。该项技术为风,9月30日,人民资讯,0,0,0.3,0.6,0.1
24963,龙源电力,龙源电力集团股份有限公司荣获“年度碳中和先锋企业”2021年11月13日? 龙源电力集团股份有限公司是全球最大的风力发电企业和行业领先的新能源发电企业，隶属于国家能源集团。成立于1993年，是中国最早开发风电的专业化公司，2009,11月13日,贝果财经,0,0,0.3,0.6,0.1
24964,中国兵器工业,"中国兵器工业集团是什么行政级别



























2021年10月15日? 中国兵器工业集团是一家副部级国企。 一,中国兵器工业集团公司(简称中国兵工集团、中国兵器集团),英文名称:中国兵器工业集团公司, China North Industries Group,英文缩写 CNIGC,...






















段干佳浩说教育


播报



暂停



",10月15日,,0,0,1,0,0
24965,中国兵器工业,中国兵器工业集团是什么行政级别2021年11月2日? 是副部级别。1、中国兵器工业集团有限公司是一家中国兵工企业，成立于1999年。公司的主营业务包括：国有资产投资及经营管理；坦克装甲车辆、火炮、火箭炮、火箭弹等的开发、设计、,11月2日,剑王乞68N,0,0,1,0,0
24966,中国兵器工业,大学改名系列——兵器工业总公司2021年1月12日? 中国兵器工业总公司是国有特大军工企业，后被改制划分为中国兵器工业集团公司、中国兵器装备集团公司两大军工集团，原兵器工业总公司共有八所直属院校，除了国防科工委的两所之外剩,1月12日,程说,0,0,1,0,0
24967,中国兵器工业,"世界500强排多少,中国军工龙头企业有多强你知道吗?2021年12月20日? 根据这份榜单来看，六家上榜的中国军工企业分别是世界军工企业内排行第一的中国兵器工业集团（500强中位列127）；业内排名第二的中国航空工业集团公司（500强中位列140）；业内排",12月20日,军武次位面,0,0.1,0.75,0.15,0
24968,中国兵器工业,高质量发展看国企:中国兵器工业集团推行科技创新驱动 - 人...2021年6月16日? 中国兵器工业集团相关负责人介绍，集团充分发挥北斗应用主力军作用，在国家有关部门支持下，牵头成立了央企北斗产业协同发展平台。目前，北斗高精度服务全球用户突破6亿，完成北斗,6月16日,人民资讯,0,0,0.4,0.5,0.1
24969,中国兵器工业,中国军工发展史2021年2月4日? 中国兵工（NORINCO GROUP）中国兵器工业集团有限公司又名中国北方工业集团有限公司，于1999年在原中国兵器工业总公司的基础上改组设立的。中国兵器工业集团有限公司的产品设计坦克装,2月4日,火云杂谈,0,0,1,0,0
24971,中国兵器工业,兵器工业集团将展出150多项展品 超四成首展|中国航展万里...央广网北京9月25日消息 近日，“中国航展万里行航展观察团”走进中国兵器工业集团有限公司（下称“兵器工业集团”）。作为本届航展的参展单位之一，兵器工业集团将展出包括70多项实物展品在内、共,9月25日,人民资讯,0.1,0.15,0.4,0.2,0.15
24972,中国兵器工业,凌云股份积极响应中国兵器工业集团号召 打造资本市场“兵...2021年5月31日? ????近日，中国兵器工业集团在西安举办“走进兵器工业”2021年上市公司投资者交流活动，作为中国兵器工业集团所属上市公司之一，凌云股份参与此次活动，并就业务亮点、发展规划,5月31日,人民资讯,0.1,0.15,0.4,0.2,0.15
24973,中国兵器工业,兵器工业集团实现超临界电站用大型三通产品国产化制造 - ...2021年9月13日? 近日，中国兵器工业集团北重集团成功开发600兆瓦超临界燃煤发电汽轮机组用热45°Y型锻制异径斜三通、T型锻制等径三通，完成超临界电站用大型三通的国产化制造。锻制三通产品的开发,9月13日,人民资讯,0,0,0.7,0.2,0.1
24974,中国兵器工业,兵器工业集团与航天科工签署战略合作框架协议2021年12月3日? 中国兵器工业集团微信公众号12月3日消息，12月2日，中国兵器工业集团有限公司与中国航天科工集团有限公司在集团公司总部签署战略合作框架协议。根据协议，双方,12月3日,界面新闻,0,0,0.3,0.6,0.1
24975,中国兵器工业,兵器工业集团参展第二十届中国国际装备制造业博览会2021年10月26日? 中国日报10月26日（记者 赵磊）10月22日-25日，第二十届中国国际装备制造业博览会在沈阳举办，中国兵器工业集团有限公司组织中国北方车辆研究所、一机集团、,10月26日,中国日报网,0,0,1,0,0
24976,中国兵器工业,"兵器工业集团加强同投资者交流 下属13家上市公司集体参加 ...2021年5月31日? 近日,中国兵器工业集团公司在西安举办“走进兵器工业”2021年上市公司投资者交流活动,组织所属13家上市公司通过主题展示、圆桌交流等方式与投资者集中交流。当天,共有63家机构、100",5月31日,人民资讯,0,0,0.5,0.4,0.1
24977,中国兵器工业,兵器工业集团高质量发展能力持续提升 - 中国日报网2021年1月27日? 中国日报1月27日电（记者 赵磊）记者今天从中国兵器工业集团有限公司获悉，兵器工业今天在京召开2021年度工作会议。会议表示，2020年，兵器工业集团坚决贯彻中,1月27日,中国日报网,0,0,0.1,0.6,0.3
24978,中国兵器工业,"中国航天科工与中国兵器工业集团签署战略合作框架协议2021年12月3日? 12月2日,中国航天科工集团有限公司与中国兵器工业集团有限公司签署战略合作框架协议,双方将围绕航天产业、防务装备、信息技术应用创新等领域开展务实合作,开启双方合作的新篇章。",12月3日,澎湃新闻客户端,0,0,0.3,0.6,0.1
24980,中国兵器工业,兵器工业集团第四届进博会取得丰硕成果2021年11月8日? 中国日报11月8日电（记者 赵磊）记者从中国兵器工业集团有限公司获悉，在第四届进博会期间，兵器工业集团充分发挥出口与进口协同效应，综合运作国内国外两个市,11月8日,中国日报网,0,0,0.3,0.6,0.1
24981,中国兵器工业,原“兵器工业部”下属的七所高校都有谁?有你心仪的学校吗2021年4月25日? 沈阳理工大学是中华人民共和国国家国防科技工业局与辽宁省人民政府共建高校，辽宁省人民政府与中国兵器装备集团、中国兵器工业集团共建高校，卓越工程师教育培养计划试点高校，中国,4月25日,Eileen学院,0,0,1,0,0
24982,中国兵器工业,凌云股份积极响应中国兵器工业集团号召 打造资本市场“兵...2021年5月31日? 近日，中国兵器工业集团在西安举办“走进兵器工业”2021年上市公司投资者交流活动，作为中国兵器工业集团所属上市公司之一，凌云股份参与此次活动，并就业务亮,5月31日,新浪财经,0,0,0.3,0.6,0.1
24984,中国兵器工业,2020年兵器工业集团全年实现利润总额196亿元 同比增长10.1...2021年1月27日? 记者27日从中国兵器工业集团有限公司获悉，2020年，兵器工业集团全年实现利润总额196亿元、同比增长10.1%，净利润152亿元、同比增长11.8%，实现主营业务收入4850亿元、同比增长3.1%,1月27日,新华社客户端,0,0,0.1,0.6,0.3
24985,中国兵器工业,凌云股份积极响应中国兵器工业集团号召 打造资本市场“兵...2021年5月31日? ????近日，中国兵器工业集团在西安举办“走进兵器工业”2021年上市公司投资者交流活动，作为中国兵器工业集团所属上市公司之一，凌云股份参与此次活动，并,5月31日,证券日报,0,0,0.3,0.6,0.1
24986,中国兵器工业,中国兵工学会军工安防与应急研究院介绍2021年10月26日? 中国兵工学会军工安防与应急研究院介绍 中国兵工学会成立于1964年，由中国兵器工业集团创办，是由中国兵器科学技术工作者组成的全国性学术性社会团体，是在中华人民共和国民政部依,10月26日,北京毕思特联合科技,0,0,1,0,0
24987,中国兵器工业,兵器工业集团召开人才工作会议2021年11月27日? 兵器工业集团召开人才工作会议 中国日报11月27日电（记者 赵磊）记者从中国兵器工业集团有限公司获悉，11月26日，兵器工业集团召开人才工作会议。会议全面回,11月27日,中国日报网,0,0,1,0,0
24988,中国兵器工业,兵器工业集团与航天科工签署战略合作框架协议2021年12月3日? 上证报中国证券网讯 据中国兵器工业集团12月3日消息，12月2日，中国兵器工业集团有限公司与中国航天科工集团有限公司在集团公司总部签署战略合作框架协议。集,12月3日,新浪财经,0,0,0.3,0.6,0.1
24989,中国兵器工业,中国兵器工业集团有限公司到陕西国防职院交流并举办专场招...10月14日，中国兵器工业集团有限公司所属31家单位53名企业代表莅临陕西国防工业职业技术学院，举行中国兵器工业集团专场招聘会，代表团一行还就军工产业发展、相关课题研究、军工人才培育等方面的,10月14日,陕西微校园,0,0,0.8,0.2,0
24990,中国兵器工业,2022中国兵器工业集团校园招聘6560人公告2021年9月15日? 中国兵器工业集团有限公司拥有50余家子集团和直管单位，分布在29个省市自治区，资产总额4545亿元，人员总量23万余人。世界500强企业排名127，连续17年获国务院,9月15日,巨多招聘,0,0,0.8,0.2,0
24991,中国兵器工业,中国兵器工业集团有限公司原董事长尹家绪涉嫌受贿等被提起...2021年11月30日? 中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌受贿、为亲友非法牟利一案，由国家监察委员会调查终结，经最高人民检察院指定，由上海市人民检察院第二分院审查起诉。近日,11月30日,北京商报,0.3,0.6,0.1,0,0
24992,中国兵器工业,中国兵器工业集团有限公司2021年春季校招启动 - 李老师讲...2021年3月17日? 中国兵器工业集团有限公司2021年春季校招启动 高考时选报院校与专业很头疼，如何选最优？参考现在的招聘信息最有说服力，如果能进入军工一类的研究所或者企业是一个不错的选择，今,3月17日,李老师讲志愿,0,0,0.8,0.2,0
24995,中国兵器工业,"中国制造向人民报告!2021最强中国制造盘点,看哪些拿了世界...在国防领域，中国兵器工业集团的中国制造答卷最硬气。世界最先进主战坦克之一的99A式主战坦克，由中国兵器工业集团的工厂下线，开赴演训场。北斗地基增强系统和智能无人大矿车同样出自中国兵器工",,虹视频,0,0,0.3,0.6,0.1
24996,中国兵器工业,全国政协委员、中国兵器工业集团有限公司董事长焦开河:推...2021年3月11日? 新华社北京3月11日电（中国证券报记者刘丽靓）“卫星导航应用只受人类想象力的限制，目前北斗应用只是冰山一角，未来仍需大家一起开拓。”全国政协委员、中国,3月11日,新华社新媒体,0,0,1,0,0
24997,中国兵器工业,"中国兵器工业集团有限公司原党组书记、董事长尹家绪,被捕据最高检官网10月25日消息，中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌受贿、为亲友非法牟利一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，最高人民检察院依法以涉嫌",10月25日,政事儿,0.7,0.3,0,0,0
24998,中国兵器工业,"尹家绪落马后,中国兵器工业集团党组开会:坚决拥护中央决定...2021年4月6日? 据“中国兵器工业集团”微信公众号消息,4月6日,中国兵器工业集团有限公司党组书记、董事长焦开河主持召开党组会议,传达中央纪委国家监委对尹家绪涉嫌严重违纪违",4月6日,政事儿,0.7,0.3,0,0,0
24999,中国兵器工业,中国兵器工业集团原董事长尹家绪涉嫌受贿等罪被提起公诉2021年11月30日? 新京报快讯 据最高检官微消息，中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌受贿、为亲友非法牟利一案，由国家监察委员会调查终结，经最高人民检察,11月30日,新京报,0.7,0.3,0,0,0
25000,中国兵器工业,"中国兵器工业集团原董事长尹家绪,被公诉11月30日，据最高人民检察院消息，中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌受贿、为亲友非法牟利一案，由国家监察委员会调查终结，经最高人民检察院指定，由上",11月30日,新京报,0.7,0.3,0,0,0
25001,中国兵器工业,中国兵器工业集团:在国家科学技术奖励大会获得5项大奖2021年11月3日? e公司讯，记者获悉，11月3日，中共中央、国务院在北京隆重举行国家科学技术奖励大会。兵器工业集团获得5项国家科学技术奖。由材料院52所牵头的某专用项目获得,11月3日,证券时报e公司,0,0,0.8,0.2,0
25002,中国兵器工业,高质量发展看国企:中国兵器工业集团推行科技创新驱动 - 人...2021年6月16日? 官田村虽然只有14平方公里，但在党和国家的发展过程中扮演着重要角色——中央红军官田兵工厂于1931年10月在这里创建，党领导和创建的第一个军事工业部门就此诞,6月16日,人民网,0,0,1,0,0
25003,中国兵器工业,强军聚星:兵器工业集团产品装备闪耀出击珠海航展 - 中国日...2021年9月27日? 中国日报9月27日电（记者 赵磊）金秋时节，中国兵器工业集团有限公司闪耀出击第十三届中国国际航空航天博览会。在这场盛会上，兵器工业集团将推出机动突击、火,9月27日,中国日报网,0,0,0.3,0.6,0.1
25004,中国兵器工业,"尹家绪落马后,中国兵器工业集团党组开会:坚决拥护中央决定...2021年4月6日? 据“中国兵器工业集团”微信公众号消息，4月6日，中国兵器工业集团有限公司党组书记、董事长焦开河主持召开党组会议，传达中央纪委国家监委对尹家绪涉嫌严重违",4月6日,新京报,0.1,0.1,0.7,0.05,0.05
25005,中国兵器工业,中国兵器工业集团原董事长被逮捕!曾长期痴迷打高尔夫球“最高人民检察院”微信号10月25日信息显示，中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌受贿、为亲友非法牟利一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，最高人民,10月25日,每日经济新闻,0.8,0.1,0.05,0.03,0.02
25006,中国兵器工业,中国兵器工业集团原董事长尹家绪接受审查调查2021年4月4日? 据中央纪委国家监委网站消息，中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。公开资料,4月4日,浙江日报,0.7,0.3,0,0,0
25007,中国兵器工业,"中国兵器工业集团有限公司原董事长尹家绪,被捕2021年10月25日? 据最高检消息，中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌受贿、为亲友非法牟利一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，最高人民检察院依法以",10月25日,都市现场,0.7,0.3,0,0,0
25008,中国兵器工业,中国兵器工业集团:在国家科学技术奖励大会获得5项大奖2021年11月3日? 证券时报e公司讯，记者获悉，11月3日，中共中央、国务院在北京隆重举行国家科学技术奖励大会。兵器工业集团获得5项国家科学技术奖。由材料院52所牵头的某专用,11月3日,证券时报,0,0,0.8,0.2,0
25009,中国兵器工业,"面向“十四五” 江南化工加快整合兵器工业集团内民爆资产 ...2021年2月1日? 2021年是“十四五”规划的开局之年，也是江南化工(002226,股吧)（002226）并入中国兵器工业集团有限公司（简称“兵器工业集团”）后的第一年。当前，江南化工及控股股东北方特种能源",2月1日,人民资讯,0,0,0.7,0.2,0.1
25010,中国兵器工业,中国兵器工业集团有限公司原董事长尹家绪被公诉中国兵器工业集团有限公司原董事长尹家绪被公诉 来源：中国新闻网 中新社北京11月30日电 (记者 张素)中国最高人民检察院30日通报，中国兵器工业集团有限公司原党组书记、董事,11月30日,海外网,0.7,0.3,0,0,0
25011,中国兵器工业,今年第六“虎”:中国兵器工业集团原董事长尹家绪被查 - 澎...2021年4月4日? 中央纪委国家监委网站4月4日10时30分发布消息，中国兵器工业集团有限公司原党组书记、董事长尹家绪涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监,4月4日,澎湃新闻,0.7,0.3,0,0,0
25013,北京亦庄国际投资发展,中芯国际要在北京建晶圆厂 斥资500亿拟2024年完工 - 中关...中芯国际要在北京建晶圆厂 斥资500亿拟2024年完工 据北京亦庄官方信息披露，中芯国际联合国家集成电路产业投资基金和北京亦庄国际投资发展有限公司，于 2020 年 12 月 7 日成立中芯京城集成电路制,,中关村在线,0.1,0.15,0.4,0.2,0.15
25014,北京亦庄国际投资发展,"中芯国际CEO称“缺芯”将持续到年底,设备供应取得很大进展...2021年5月14日? 后续的新厂计划方面，中芯国际联合国家集成电路产业投资基金和北京亦庄国际投资发展有限公司于去年12月成立中芯京城，一期项目计划于2024年完工，建成后将达成每月约10万片12英寸晶",5月14日,百家号,0.1,0.15,0.4,0.2,0.15
25015,北京亦庄国际投资发展,"中芯国际一季度业绩超预期,AH股股价微涨 - 第一财经2021年5月14日? 后续的新厂计划方面，中芯国际联合国家集成电路产业投资基金和北京亦庄国际投资发展有限公司于去年12月成立中芯京城，一期项目计划于2024年完工，建成后将达成每月约10万片12英寸晶",5月14日,百家号,0.1,0.15,0.4,0.2,0.15
25016,北京亦庄国际投资发展,解读中芯国际2020年报:非经常性损益达26亿 预计资本开支逾...去年12月4日，中芯控股出资25.5亿美元，与国家集成电路基金（二期）和北京亦庄国际投资发展有限公司成立合资企业中芯京城，中芯京城将专注于12英寸晶圆集成电路生产制造，中,12月4日,百家号,0.3,0.6,0.1,0,0
25017,北京亦庄国际投资发展,K数据|中芯国际、华润微、东芯股份……!大基金频频出手新...2021年12月20日? 这家一只由财政部、国开金融有限责任公司、中国烟草总公司、北京亦庄国际投资发展有限公司、中国移动共同投资的基金，重点投资集成电路芯片制造业，兼顾芯片,12月20日,百家号,0,0.1,0.7,0.1,0.1
25019,北京亦庄国际投资发展,"芯片涨价潮不断,联电、中芯国际等三季度或再提高晶圆报价 ...2021年5月24日? 成熟8英寸产线扩产不少于4.5万片/月。后续的新厂计划方面，中芯国际联合国家集成电路产业投资基金和北京亦庄国际投资发展有限公司于去年12月成立中芯京城，一期项目计划于2024年完",5月24日,百家号,0,0,1,0,0
